"","regCodeExt","tumorType","metaCondition","condition","conditionCode","context","contextCode","regName","continuous","noCycles_Original","regString","shortString"
"88","1.126.89.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Pegylated liposomal doxorubicin monotherapy",TRUE,"Cont.","28.Pegylatedliposomaldoxorubicin;28.Pegylatedliposomaldoxorubicin;","28.Pegylatedliposomaldoxorubicin;28.Pegylatedliposomaldoxorubicin;"
"89","1.126.90.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Cyclophosphamide & Epirubicin (EC)",FALSE,"6","21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;","21.Cyclophosphamide;0.Epirubicin;"
"91","1.126.90.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Cyclophosphamide & Epirubicin (EC)",FALSE,"7","21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;","21.Cyclophosphamide;0.Epirubicin;"
"93","1.126.90.3","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Cyclophosphamide & Epirubicin (EC)",FALSE,"8","21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;","21.Cyclophosphamide;0.Epirubicin;"
"95","1.126.91.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Cyclophosphamide & Epirubicin (EC) & Bevacizumab",FALSE,"8","21.Bevacizumab;0.Cyclophosphamide;0.Epirubicin;21.Bevacizumab;0.Cyclophosphamide;0.Epirubicin;","21.Bevacizumab;0.Cyclophosphamide;0.Epirubicin;"
"98","1.126.92.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Epirubicin & Paclitaxel (EP)",TRUE,"Cont.","21.Epirubicin;0.Paclitaxel;21.Epirubicin;0.Paclitaxel;","21.Epirubicin;0.Paclitaxel;"
"100","1.126.93.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Epirubicin Monotherapy",TRUE,"Cont.","14.Epirubicin;7.Epirubicin;7.Epirubicin;14.Epirubicin;7.Epirubicin;7.Epirubicin;","14.Epirubicin;7.Epirubicin;7.Epirubicin;"
"101","1.126.93.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Epirubicin Monotherapy",TRUE,"Cont.","21.Epirubicin;21.Epirubicin;","21.Epirubicin;21.Epirubicin;"
"102","1.126.93.3","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Epirubicin Monotherapy",TRUE,"Cont.","14.Epirubicin;14.Epirubicin;","14.Epirubicin;14.Epirubicin;"
"103","1.126.93.4","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Epirubicin Monotherapy",TRUE,"Cont.","21.Epirubicin;7.Epirubicin;21.Epirubicin;7.Epirubicin;","21.Epirubicin;7.Epirubicin;"
"104","1.126.93.5","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Epirubicin Monotherapy",TRUE,"Cont.","20.Epirubicin;1.Epirubicin;20.Epirubicin;1.Epirubicin;","20.Epirubicin;1.Epirubicin;"
"105","1.126.94.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"FAC",FALSE,"6","21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;","21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;"
"108","1.126.94.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"FAC",FALSE,"7","21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;","21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;"
"111","1.126.94.3","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"FAC",FALSE,"8","21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;","21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;"
"114","1.126.94.4","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"FAC",TRUE,"Cont.","21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;","21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;"
"117","1.126.94.5","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"FAC",TRUE,"Cont.","14.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;7.Fluorouracil;14.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;7.Fluorouracil;","14.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;7.Fluorouracil;"
"120","1.126.94.6","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"FAC",TRUE,"Cont.","17.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;17.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;","17.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;"
"123","1.126.94.7","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"FAC",TRUE,"Cont.","18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;3.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;3.Fluorouracil;","18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;3.Fluorouracil;"
"126","1.126.94.8","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"FAC",TRUE,"Cont.","15.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;15.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;","15.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;"
"129","1.126.95.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"FAC & Bevacizumab",TRUE,"Cont.","21.Bevacizumab;0.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;21.Bevacizumab;0.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;","21.Bevacizumab;0.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;"
"133","1.126.96.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"FEC",TRUE,"Cont.","21.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;21.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;","21.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;"
"136","1.126.96.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"FEC",TRUE,"Cont.","28.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;28.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;","28.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;"
"139","1.126.96.3","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"FEC",TRUE,"Cont.","14.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;7.Fluorouracil;14.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;7.Fluorouracil;","14.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;7.Fluorouracil;"
"142","1.126.96.4","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"FEC",TRUE,"Cont.","15.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;15.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;","15.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;"
"145","1.126.96.5","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"FEC",TRUE,"Cont.","21.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;7.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;21.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;7.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;","21.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;7.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;"
"148","1.126.97.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"FEC & Bevacizumab",TRUE,"Cont.","21.Bevacizumab;0.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;21.Bevacizumab;0.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;","21.Bevacizumab;0.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;"
"152","1.126.98.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Gemcitabine monotherapy",TRUE,"Cont.","14.Gemcitabine;7.Gemcitabine;7.Gemcitabine;14.Gemcitabine;7.Gemcitabine;7.Gemcitabine;","14.Gemcitabine;7.Gemcitabine;7.Gemcitabine;"
"153","1.126.99.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Gemcitabine & Paclitaxel",FALSE,"6","14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;","14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;"
"155","1.126.99.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, first-line chemotherapy",126,"Gemcitabine & Paclitaxel",TRUE,"Cont.","14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;","14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;"
"157","1.129.111.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, maintenance after first-line therapy",129,"Bevacizumab monotherapy",TRUE,"Cont.","21.Bevacizumab;21.Bevacizumab;","21.Bevacizumab;21.Bevacizumab;"
"158","1.129.112.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, maintenance after first-line therapy",129,"Capecitabine & Bevacizumab",TRUE,"Cont.","8.Bevacizumab;0.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;8.Bevacizumab;0.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;","8.Bevacizumab;0.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;"
"160","1.129.113.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, maintenance after first-line therapy",129,"Gemcitabine & Paclitaxel",TRUE,"Cont.","14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;","14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;"
"162","1.132.114.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Capecitabine monotherapy",TRUE,"Cont.","8.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;8.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;","8.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;"
"163","1.132.115.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Capecitabine & Bevacizumab",TRUE,"Cont.","8.Bevacizumab;0.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;8.Bevacizumab;0.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;","8.Bevacizumab;0.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;"
"165","1.132.116.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Capecitabine & Docetaxel (TX)",TRUE,"Cont.","8.Capecitabine;0.Docetaxel;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;8.Capecitabine;0.Docetaxel;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;","8.Capecitabine;0.Docetaxel;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;"
"167","1.132.117.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Capecitabine & Ixabepilone",TRUE,"Cont.","8.Capecitabine;0.Ixabepilone;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;8.Capecitabine;0.Ixabepilone;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;","8.Capecitabine;0.Ixabepilone;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;"
"169","1.132.118.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Capecitabine & Vinflunine",TRUE,"Cont.","8.Capecitabine;0.Vinflunine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;8.Capecitabine;0.Vinflunine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;","8.Capecitabine;0.Vinflunine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;"
"171","1.132.119.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Carboplatin & Gemcitabine (GCb)",TRUE,"Cont.","14.Carboplatin;0.Gemcitabine;7.Carboplatin;0.Gemcitabine;14.Carboplatin;0.Gemcitabine;7.Carboplatin;0.Gemcitabine;","14.Carboplatin;0.Gemcitabine;7.Carboplatin;0.Gemcitabine;"
"173","1.132.120.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Cisplatin & Vinorelbine (CVb)",TRUE,"Cont.","14.Cisplatin;0.Vinorelbine;7.Vinorelbine;14.Cisplatin;0.Vinorelbine;7.Vinorelbine;","14.Cisplatin;0.Vinorelbine;7.Vinorelbine;"
"175","1.132.121.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Cyclophosphamide & Methotrexate (CM)",TRUE,"Cont.","1.Cyclophosphamide;0.Methotrexate;1.Cyclophosphamide;0.Methotrexate;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;0.Methotrexate;1.Cyclophosphamide;0.Methotrexate;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;","1.Cyclophosphamide;0.Methotrexate;1.Cyclophosphamide;0.Methotrexate;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;"
"177","1.132.121.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Cyclophosphamide & Methotrexate (CM)",TRUE,"Cont.","1.Cyclophosphamide;0.Methotrexate;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;0.Methotrexate;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;0.Methotrexate;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;0.Methotrexate;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;","1.Cyclophosphamide;0.Methotrexate;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;0.Methotrexate;1.Cyclophosphamide;1.Cyclophosphamide;1.Cyclophosphamide;"
"179","1.132.122.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Cyclophosphamide monotherapy",TRUE,"Cont.","14.Cyclophosphamide;14.Cyclophosphamide;","14.Cyclophosphamide;14.Cyclophosphamide;"
"180","1.132.123.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Docetaxel monotherapy",TRUE,"Cont.","14.Docetaxel;7.Docetaxel;7.Docetaxel;14.Docetaxel;7.Docetaxel;7.Docetaxel;","14.Docetaxel;7.Docetaxel;7.Docetaxel;"
"181","1.132.123.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Docetaxel monotherapy",TRUE,"Cont.","21.Docetaxel;7.Docetaxel;7.Docetaxel;7.Docetaxel;7.Docetaxel;7.Docetaxel;21.Docetaxel;7.Docetaxel;7.Docetaxel;7.Docetaxel;7.Docetaxel;7.Docetaxel;","21.Docetaxel;7.Docetaxel;7.Docetaxel;7.Docetaxel;7.Docetaxel;7.Docetaxel;"
"182","1.132.123.3","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Docetaxel monotherapy",TRUE,"Cont.","21.Docetaxel;21.Docetaxel;","21.Docetaxel;21.Docetaxel;"
"183","1.132.124.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Docetaxel & Bevacizumab",TRUE,"Cont.","21.Bevacizumab;0.Docetaxel;21.Bevacizumab;0.Docetaxel;","21.Bevacizumab;0.Docetaxel;"
"185","1.132.125.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Docetaxel & Gemcitabine",FALSE,"8","14.Gemcitabine;7.Docetaxel;0.Gemcitabine;14.Gemcitabine;7.Docetaxel;0.Gemcitabine;","14.Gemcitabine;7.Docetaxel;0.Gemcitabine;"
"187","1.132.126.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Doxorubicin monotherapy",TRUE,"Cont.","7.Doxorubicin;7.Doxorubicin;","7.Doxorubicin;7.Doxorubicin;"
"188","1.132.126.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Doxorubicin monotherapy",TRUE,"Cont.","21.Doxorubicin;21.Doxorubicin;","21.Doxorubicin;21.Doxorubicin;"
"189","1.132.127.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Doxorubicin & Bevacizumab",TRUE,"Cont.","7.Bevacizumab;0.Doxorubicin;7.Doxorubicin;7.Bevacizumab;0.Doxorubicin;7.Doxorubicin;7.Bevacizumab;0.Doxorubicin;7.Doxorubicin;7.Bevacizumab;0.Doxorubicin;7.Doxorubicin;","7.Bevacizumab;0.Doxorubicin;7.Doxorubicin;"
"191","1.132.127.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Doxorubicin & Bevacizumab",TRUE,"Cont.","21.Bevacizumab;0.Doxorubicin;21.Bevacizumab;0.Doxorubicin;","21.Bevacizumab;0.Doxorubicin;"
"193","1.132.128.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Eribulin monotherapy",TRUE,"Cont.","14.Eribulin;7.Eribulin;14.Eribulin;7.Eribulin;","14.Eribulin;7.Eribulin;"
"194","1.132.129.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Gemcitabine monotherapy",TRUE,"Cont.","14.Gemcitabine;7.Gemcitabine;7.Gemcitabine;14.Gemcitabine;7.Gemcitabine;7.Gemcitabine;","14.Gemcitabine;7.Gemcitabine;7.Gemcitabine;"
"195","1.132.129.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Gemcitabine monotherapy",TRUE,"Cont.","14.Gemcitabine;7.Gemcitabine;14.Gemcitabine;7.Gemcitabine;","14.Gemcitabine;7.Gemcitabine;"
"196","1.132.130.1","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Gemcitabine & Bevacizumab",TRUE,"Cont.","14.Bevacizumab;0.Gemcitabine;7.Gemcitabine;7.Bevacizumab;0.Gemcitabine;14.Bevacizumab;0.Gemcitabine;7.Gemcitabine;7.Bevacizumab;0.Gemcitabine;","14.Bevacizumab;0.Gemcitabine;7.Gemcitabine;7.Bevacizumab;0.Gemcitabine;"
"198","1.132.130.2","Solid Tumor","Breast Oncology","Breast cancer",1,"Metastatic disease, subsequent lines of chemotherapy",132,"Gemcitabine & Bevacizumab",TRUE,"Cont.","14.Bevacizumab;0.Gemcitabine;7.Gemcitabine;14.Bevacizumab;0.Gemcitabine;7.Gemcitabine;","14.Bevacizumab;0.Gemcitabine;7.Gemcitabine;"
