"","regCode","study","study_code","regimen","regimen_code","variant","var_code","context","context_code"
"184","1373.1797.1.1699","Fiegl et al. 2013",1373,"F-SHAI","1797","normal",1,"Salvage therapy","1699"
"185","2746.1477.589.1699","MyloFrance-1",2746,"Gemtuzumab ozogamicin monotherapy","1477","Regimen variant #1 fractionated dosing",589,"Salvage therapy","1699"
"186","3590.1477.1034.1699","Sievers et al. 2001",3590,"Gemtuzumab ozogamicin monotherapy","1477","Regimen variant #2 4",1034,"Salvage therapy","1699"
"187","4041.839.564.1699","VION-CLI-037",4041,"High-dose Cytarabine monotherapy (HiDAC)","839","Regimen variant #1 CI",564,"Salvage therapy","1699"
"188","3741.839.1341.1699","SWOG-8326",3741,"High-dose Cytarabine monotherapy (HiDAC)","839","Regimen variant #2 intermittent",1341,"Salvage therapy","1699"
"189","3689.21263.447.1699","Sternberg et al. 2000",3689,"MAC","21263","Regimen variant #1 6000/25",447,"Salvage therapy","1699"
"190","3623.21263.855.1699","Solary et al. 1996",3623,"MAC","21263","Regimen variant #2 10000/48",855,"Salvage therapy","1699"
"191","158.1344.418.1699","Amadori et al. 1991",158,"MEC","1344","Regimen variant #1 6/80/1000",418,"Salvage therapy","1699"
"192","1351.1344.1236.1699","Feldman et al. 2005",1351,"MEC","1344","Regimen variant #2 8/80/1000",1236,"Salvage therapy","1699"
"193","1099.1344.1713.1699","ECOG E2995|CLTR0308-205",1099,"MEC","1344","Regimen variant #3 8/100/1000",1713,"Salvage therapy","1699"
"194","851.1841.138.1840","COSAH C-005|GITMO-AMLR2|BMT CTN 0901",851,"BuCy, then allo HSCT","1841","Regimen variant #1 12.8/120",138,"Consolidation after salvage therapy","1840"
"195","3486.1841.902.1840","Santos et al. 1983",3486,"BuCy, then allo HSCT","1841","Regimen variant #2 16/200",902,"Consolidation after salvage therapy","1840"
"196","1608.1584.349.1840","GITMO-AMLR2",1608,"BuFlu, then allo HSCT","1584","Regimen variant #1 5",349,"Consolidation after salvage therapy","1840"
"197","183.1584.1082.1840","Andersson et al. 2008",183,"BuFlu, then allo HSCT","1584","Regimen variant #2 5",1082,"Consolidation after salvage therapy","1840"
"198","849.1584.1545.1840","COSAH C-005",849,"BuFlu, then allo HSCT","1584","Regimen variant #3 2",1545,"Consolidation after salvage therapy","1840"
"199","454.1726.1.1840","BRIDGE",454,"Clofarabine and Melphalan, then allo HSCT","1726","normal",1,"Consolidation after salvage therapy","1840"
"200","3881.1358.1.1874","Thepot et al. 2010|CLAVELA",3881,"Azacitidine monotherapy","1358","normal",1,"Non-curative subsequent-line therapy","1874"
"201","2563.1882.1.1874","MDACC 2007-0925",2563,"Ruxolitinib monotherapy","1882","normal",1,"Non-curative subsequent-line therapy","1874"
"202","3966.2269.1.813","UK MRC AML12|UK MRC AML15",3966,"ADE and ATRA","2269","normal",1,"Induction therapy","813"
"203","2506.2277.63.813","Mathews et al. 2006|Mathews et al. 2006",2506,"Arsenic trioxide monotherapy","2277","Regimen variant #1 0.15 mg/kg (pediatric dosing)",63,"Induction therapy","813"
"204","3574.2277.794.813","Shen et al. 2004",3574,"Arsenic trioxide monotherapy","2277","Regimen variant #2 0.16 mg/kg",794,"Induction therapy","813"
"205","2506.2277.1482.813","Mathews et al. 2006|Mathews et al. 2006",2506,"Arsenic trioxide monotherapy","2277","Regimen variant #3 10 mg (flat dose)",1482,"Induction therapy","813"
"206","1288.2295.66.813","Estey et al. 2005|Ravandi et al. 2008|GIMEMA/DSIL APL0406",1288,"Arsenic trioxide and ATRA","2295","Regimen variant #1 0.15/45",66,"Induction therapy","813"
"207","3575.2295.795.813","Shen et al. 2004|Zhu et al. 2013",3575,"Arsenic trioxide and ATRA","2295","Regimen variant #2 0.16/25",795,"Induction therapy","813"
"208","3976.2295.1473.813","UK NCRI AML17",3976,"Arsenic trioxide and ATRA","2295","Regimen variant #3 0.3/45",1473,"Induction therapy","813"
"209","3976.2348.592.813","UK NCRI AML17",3976,"Arsenic trioxide, ATRA, Gemtuzumab ozogamicin","2348","Regimen variant #1 GO 6 mg/m2",592,"Induction therapy","813"
"210","1287.2348.1322.813","Estey et al. 2005|Ravandi et al. 2008",1287,"Arsenic trioxide, ATRA, Gemtuzumab ozogamicin","2348","Regimen variant #2 GO 9 mg/m2",1322,"Induction therapy","813"
"211","142.2351.1.813","ALLG APML4",142,"Arsenic trioxide, ATRA, Idarubicin","2351","normal",1,"Induction therapy","813"
"212","4066.2358.1.813","Warrell et al. 1991|EAPLG APL 91|ECOG E2491",4066,"ATRA monotherapy","2358","normal",1,"Induction therapy","813"
"213","1045.2388.343.813","EAPLG APL 2000",1045,"ATRA, Cytarabine, Daunorubicin","2388","Regimen variant #1 45/1400/180",343,"Induction therapy","813"
"214","500.2388.1077.813","C9710",500,"ATRA, Cytarabine, Daunorubicin","2388","Regimen variant #2 45/1400/200",1077,"Induction therapy","813"
"215","205.2409.1.813","APL 2006",205,"ATRA, Cytarabine, Idarubicin","2409","normal",1,"Induction therapy","813"
"216","1045.2392.1.813","EAPLG APL 2000",1045,"ATRA and Daunorubicin","2392","normal",1,"Induction therapy","813"
"217","1590.2417.1.813","GIMEMA AIDA|GIMEMA AIDA 0493|PETHEMA LPA96|GIMEMA AIDA 0493 amended protocol|PETHEMA LPA99|GIMEMA AIDA-2000|PETHEMA LPA2005|GIMEMA/DSIL APL0406|UK NCRI AML17",1590,"ATRA and Idarubicin","2417","normal",1,"Induction therapy","813"
"218","2506.2277.541.1526","Mathews et al. 2006|Mathews et al. 2006",2506,"Arsenic trioxide monotherapy","2277","Regimen variant #1 adult dosing",541,"Consolidation after upfront therapy","1526"
"219","2506.2277.1383.1526","Mathews et al. 2006|Mathews et al. 2006",2506,"Arsenic trioxide monotherapy","2277","Regimen variant #2 pediatric dosing",1383,"Consolidation after upfront therapy","1526"
"220","500.2391.1.1526","C9710",500,"Arsenic trioxide, then ATRA and Daunorubicin","2391","normal",1,"Consolidation after upfront therapy","1526"
"221","1286.2295.48.1526","Estey et al. 2005|GIMEMA/DSIL APL0406",1286,"Arsenic trioxide and ATRA","2295","Regimen variant #1",48,"Consolidation after upfront therapy","1526"
"222","142.2295.17.1526","ALLG APML4",142,"Arsenic trioxide and ATRA","2295","Protocol variant #2",17,"Consolidation after upfront therapy","1526"
"223","500.2392.1.1526","C9710",500,"ATRA and Daunorubicin","2392","normal",1,"Consolidation after upfront therapy","1526"
"224","1045.1005.1.1526","EAPLG APL 2000",1045,"Cytarabine and Daunorubicin","1005","normal",1,"Consolidation after upfront therapy","1526"
"225","1588.1104.1.1526","GIMEMA AIDA 0493 amended protocol",1588,"Cytarabine and Idarubicin","1104","normal",1,"Consolidation after upfront therapy","1526"
"226","1598.2425.1.1526","GIMEMA LAP 0389|GIMEMA AIDA|GIMEMA AIDA 0493",1598,"Cytarabine and Idarubicin, then Etoposide and Mitoxantrone, then Cytarabine, Idarubicin, Thioguanine","2425","normal",1,"Consolidation after upfront therapy","1526"
"227","1586.2428.1.1526","GIMEMA AIDA-2000",1586,"Cytarabine and Idarubicin, then Etoposide and Mitoxantrone, then Cytarabine, Idarubicin, Thioguanine, with ATRA","2428","normal",1,"Consolidation after upfront therapy","1526"
"228","3094.2427.1.1526","PETHEMA LPA2005",3094,"Cytarabine and Idarubicin, then Mitoxantrone, then Cytarabine and Idarubicin, with ATRA","2427","normal",1,"Consolidation after upfront therapy","1526"
"229","1045.2025.1.1526","EAPLG APL 2000",1045,"Daunorubicin monotherapy","2025","normal",1,"Consolidation after upfront therapy","1526"
"230","3096.2424.1.1526","PETHEMA LPA96|PETHEMA LPA99",3096,"Idarubicin, then Mitoxantrone, then Idarubicin","2424","normal",1,"Consolidation after upfront therapy","1526"
"231","1587.2426.2.1526","GIMEMA AIDA-2000|PETHEMA LPA2005|GIMEMA/DSIL APL0406|PETHEMA LPA2005",1587,"Idarubicin, then Mitoxantrone, then Idarubicin, with ATRA","2426","Protocol variant #1",2,"Consolidation after upfront therapy","1526"
"232","3095.2426.19.1526","PETHEMA LPA2005|PETHEMA LPA99|PETHEMA LPA2005",3095,"Idarubicin, then Mitoxantrone, then Idarubicin, with ATRA","2426","Protocol variant #2 2",19,"Consolidation after upfront therapy","1526"
"233","2506.2277.64.1901","Mathews et al. 2006|Mathews et al. 2006",2506,"Arsenic trioxide monotherapy","2277","Regimen variant #1 0.15 mg/kg (pediatric dosing) 2",64,"Maintenance after upfront therapy","1901"
"234","2506.2277.814.1901","Mathews et al. 2006|Mathews et al. 2006",2506,"Arsenic trioxide monotherapy","2277","Regimen variant #2 10 mg (flat dose)",814,"Maintenance after upfront therapy","1901"
"235","500.2358.178.1901","C9710",500,"ATRA monotherapy","2358","Regimen variant #1 2",178,"Maintenance after upfront therapy","1901"
"236","1589.2358.778.1901","GIMEMA AIDA 0493|EAPLG APL 93",1589,"ATRA monotherapy","2358","Regimen variant #2",778,"Maintenance after upfront therapy","1901"
"237","3097.2471.344.1901","PETHEMA LPA99|PETHEMA LPA2005",3097,"ATRA, Mercaptopurine, Methotrexate","2471","Regimen variant #1 45/50/15",344,"Maintenance after upfront therapy","1901"
"238","1603.2471.24.1901","GIMEMA/DSIL APL0406",1603,"ATRA, Mercaptopurine, Methotrexate","2471","Protocol variant #2 45/50/15 ATRA alternating with 6-MP MTX",24,"Maintenance after upfront therapy","1901"
"239","500.2471.1626.1901","C9710",500,"ATRA, Mercaptopurine, Methotrexate","2471","Regimen variant #3 45/60/20",1626,"Maintenance after upfront therapy","1901"
"240","1589.2471.44.1901","GIMEMA AIDA 0493|EAPLG APL 93",1589,"ATRA, Mercaptopurine, Methotrexate","2471","Protocol variant #4 45/90/15 ATRA alternating with 6-MP MTX",44,"Maintenance after upfront therapy","1901"
"241","1045.2471.2111.1901","EAPLG APL 2000",1045,"ATRA, Mercaptopurine, Methotrexate","2471","Regimen variant #5 with range of 6-MP",2111,"Maintenance after upfront therapy","1901"
"242","142.2471.2181.1901","ALLG APML4",142,"ATRA, Mercaptopurine, Methotrexate","2471","Regimen variant #6 with range of 6-MP and MTX",2181,"Maintenance after upfront therapy","1901"
"243","1597.2473.250.1901","GIMEMA LAP 0389",1597,"Mercaptopurine and Methotrexate","2473","Regimen variant #1 3",250,"Maintenance after upfront therapy","1901"
"244","1589.2473.919.1901","GIMEMA AIDA 0493|EAPLG APL 93",1589,"Mercaptopurine and Methotrexate","2473","Regimen variant #2 2",919,"Maintenance after upfront therapy","1901"
"245","3620.2277.65.813","Soignet et al. 1998|PLRXAS01",3620,"Arsenic trioxide monotherapy","2277","Regimen variant #1 0.15 mg/kg/day",65,"Induction therapy","813"
"246","3573.2277.815.813","Shen et al. 1997",3573,"Arsenic trioxide monotherapy","2277","Regimen variant #2 10 mg/day",815,"Induction therapy","813"
"247","2050.2514.1.813","JALSG APL205R",2050,"Arsenic trioxide and Idarubicin","2514","normal",1,"Induction therapy","813"
"248","3675.2522.1.813","STAR-1",3675,"Tamibarotene monotherapy","2522","normal",1,"Induction therapy","813"
"249","2050.2277.1.1840","JALSG APL205R",2050,"Arsenic trioxide monotherapy","2277","normal",1,"Consolidation after salvage therapy","1840"
"250","2050.4079.1.1840","JALSG APL205R",2050,"Busulfan and Melphalan","4079","normal",1,"Consolidation after salvage therapy","1840"
"251","4064.2619.692.2618","Wangberg et al. 2010",4064,"Mitotane monotherapy","2619","Regimen variant #1 target trough 14-20",692,"Adjuvant therapy","2618"
"252","1747.2619.1433.2618","Haak et al. 1994",1747,"Mitotane monotherapy","2619","Regimen variant #2 target trough over 14",1433,"Adjuvant therapy","2618"
"253","2247.2641.1.2618","Khan et al. 2000",2247,"Mitotane and Streptozocin","2641","normal",1,"Adjuvant therapy","2618"
"254","1083.5217.1.2648","ECOG E1879",1083,"Doxorubicin monotherapy","5217","normal",1,"Non-curative therapy","2648"
"255","2427.2619.1.2648","Lubitz et al. 1973",2427,"Mitotane monotherapy","2619","normal",1,"Non-curative therapy","2648"
"256","1385.2655.48.2648","FIRM-ACT",1385,"Mitotane and EDP","2655","Regimen variant #1",48,"Non-curative therapy","2648"
"257","375.2655.778.2648","Berruti et al. 1998|Berruti et al. 2005",375,"Mitotane and EDP","2655","Regimen variant #2",778,"Non-curative therapy","2648"
"258","1385.2641.1.2648","FIRM-ACT",1385,"Mitotane and Streptozocin","2641","normal",1,"Non-curative therapy","2648"
"259","2080.2698.1.813","JCOG 9303",2080,"LSG15","2698","normal",1,"Induction therapy","813"
"260","2081.2676.1.813","JCOG 9505|JCOG 9801",2081,"CHOP-14","2676","normal",1,"Induction therapy","813"
"261","2085.2705.1.813","JCOG 9801|Kyowa 0761-003",2085,"mLSG15","2705","normal",1,"Induction therapy","813"
"262","3569.2712.1.2648","Sharma et al. 2016",3569,"Alemtuzumab monotherapy","2712","normal",1,"Non-curative therapy","2648"
"263","254.2720.1.2648","ATLL-002",254,"Lenalidomide monotherapy","2720","normal",1,"Non-curative therapy","2648"
"264","182.2747.532.794","Andersson et al. 2002",182,"Busulfan and Cyclophosphamide","2747","Regimen variant #1 9.6/120",532,"All lines of therapy","794"
"265","850.2747.866.794","COSAH C-005|GITMO-AMLR2",850,"Busulfan and Cyclophosphamide","2747","Regimen variant #2 12.8/120",866,"All lines of therapy","794"
"266","3486.2747.1537.794","Santos et al. 1983",3486,"Busulfan and Cyclophosphamide","2747","Regimen variant #3 16/200",1537,"All lines of therapy","794"
"267","1608.2754.48.794","GITMO-AMLR2",1608,"Busulfan and Fludarabine","2754","Regimen variant #1",48,"All lines of therapy","794"
"268","184.2754.778.794","Andersson et al. 2008|J0844|FHCC 2541.00",184,"Busulfan and Fludarabine","2754","Regimen variant #2",778,"All lines of therapy","794"
"269","849.2754.1466.794","COSAH C-005",849,"Busulfan and Fludarabine","2754","Regimen variant #3",1466,"All lines of therapy","794"
"270","3435.2754.1806.794","Russell et al. 2002",3435,"Busulfan and Fludarabine","2754","Regimen variant #4",1806,"All lines of therapy","794"
"271","3429.2773.1.794","Rudolph et al. 1973|Fefer et al. 1982|Thomas et al. 1979|Blume et al. 1980|Johnson et al. 1981|Brochstein et al. 1987|Goldman et al. 1986|Kersey et al. 1987|Hansen et al. 1998|LALA 87|Zittoun et al. 1995|LALA-94|9005-2003",3429,"Cyclophosphamide and TBI","2773","normal",1,"All lines of therapy","794"
"272","321.2841.722.794","Balduzzi et al. 2005|ALL-SCT-BFM 2003",321,"Etoposide and TBI","2841","Regimen variant #1 weight-based etoposide",722,"All lines of therapy","794"
"273","1423.2841.1291.794","FORUM",1423,"Etoposide and TBI","2841","Regimen variant #2 BSA-based etoposide",1291,"All lines of therapy","794"
"274","2709.2841.1530.794","MRC UKALL XII/ECOG E2993",2709,"Etoposide and TBI","2841","Regimen variant #3 13.2 Gy",1530,"All lines of therapy","794"
"275","1026.2877.1.794","DSHNHL R3",1026,"Fludarabine, Busulfan, Cyclophosphamide","2877","normal",1,"All lines of therapy","794"
"276","3630.20274.1.794","Soloman et al. 2014",3630,"Fludarabine and TBI for haploidentical transplant","20274","normal",1,"All lines of therapy","794"
"277","3199.2885.1.794","Przepiorka et al. 1999|Sobol et al. 2013",3199,"BEAM","2885","normal",1,"All lines of therapy","794"
"278","2565.2898.1.794","MDACC 2008-0246",2565,"BFR","2898","normal",1,"All lines of therapy","794"
"279","531.2754.1.794","CALGB 100103|MC-FludT.14/L",531,"Busulfan and Fludarabine","2754","normal",1,"All lines of therapy","794"
"280","454.2905.1.794","BRIDGE",454,"Clofarabine and Melphalan","2905","normal",1,"All lines of therapy","794"
"281","1497.2913.559.794","GCLLSG CLL3X",1497,"FC","2913","Regimen variant #1 BSA-based Cy",559,"All lines of therapy","794"
"282","732.2913.1460.794","Childs et al. 2000",732,"FC","2913","Regimen variant #2 weight-based Cy",1460,"All lines of therapy","794"
"283","2494.66202.178.794","Marks et al. 2008|Marks et al. 2008",2494,"FBM","66202","Regimen variant #1 2",178,"All lines of therapy","794"
"284","2494.66202.919.794","Marks et al. 2008|Marks et al. 2008",2494,"FBM","66202","Regimen variant #2 2",919,"All lines of therapy","794"
"285","2586.2937.1.794","MDACC ID01-233",2586,"FCR","2937","normal",1,"All lines of therapy","794"
"286","20.2954.250.794","9005-2003",20,"Fludarabine and TBI","2954","Regimen variant #1 3",250,"All lines of therapy","794"
"287","3645.2954.1358.794","Sorror et al. 2005|Gyukocza et al. 2010|Maris et al. 2003|EBMT-NMAM2000|FHCRC 1813.00",3645,"Fludarabine and TBI","2954","Regimen variant #2 low-dose TBI",1358,"All lines of therapy","794"
"288","530.2983.302.794","CALGB 100103",530,"Fludarabine, Busulfan, ATG","2983","Regimen variant #1 4",302,"All lines of therapy","794"
"289","2028.2983.990.794","ITT 08-01",2028,"Fludarabine, Busulfan, ATG","2983","Regimen variant #2 3",990,"All lines of therapy","794"
"290","1939.2983.1545.794","IFM99-03",1939,"Fludarabine, Busulfan, ATG","2983","Regimen variant #3 2",1545,"All lines of therapy","794"
"291","3601.2983.1859.794","Slavin et al. 1998|Schetelig et al. 2003",3601,"Fludarabine, Busulfan, ATG","2983","Regimen variant #4 2",1859,"All lines of therapy","794"
"292","4178.3015.1.794","ZEVALLO",4178,"Fludarabine, Busulfan, ATG, Ibritumomab tiuxetan","3015","normal",1,"All lines of therapy","794"
"293","1497.3022.1.794","GCLLSG CLL3X",1497,"Fludarabine, Cyclophosphamide, ATG","3022","normal",1,"All lines of therapy","794"
"294","466.3023.582.794","Brunstein et al. 2011|Brunstein et al. 2011",466,"Fludarabine, Cyclophosphamide, TBI for dUCB or haploidentical transplant","3023","Regimen variant #1 dUCB transplantation",582,"All lines of therapy","794"
"295","466.3023.1323.794","Brunstein et al. 2011|Brunstein et al. 2011",466,"Fludarabine, Cyclophosphamide, TBI for dUCB or haploidentical transplant","3023","Regimen variant #2 Haploidentical",1323,"All lines of therapy","794"
"296","177.3031.148.794","Anderlini et al. 2008",177,"Fludarabine and Melphalan","3031","Regimen variant #1 132/140",148,"All lines of therapy","794"
"297","157.3031.900.794","Alvarez et al. 2006|HDR-ALLO",157,"Fludarabine and Melphalan","3031","Regimen variant #2 150/140",900,"All lines of therapy","794"
"298","3076.3050.1.794","Peggs et al. 2005",3076,"Fludarabine, Melphalan, Alemtuzumab","3050","normal",1,"All lines of therapy","794"
"299","1744.3057.1.794","Gyukocza et al. 2010",1744,"Low-dose TBI","3057","normal",1,"All lines of therapy","794"
"300","2421.3058.1.794","Lowsky et al. 2005|Kohrt et al. 2009",2421,"TLI and ATG","3058","normal",1,"All lines of therapy","794"
"301","2586.3071.1.794","MDACC ID01-233",2586,"(90)YFC","3071","normal",1,"All lines of therapy","794"
"302","985.77570.697.794","DFCI 2005-01",985,"Defibrotide monotherapy","77570","Regimen variant #1 treatment",697,"All lines of therapy","794"
