"","conditionCode","contextCode","regCode","variant","regCodeExt","regString","shortString"
"179",1,132,122,1,"1.132.122.1","14.Cyclophosphamide;14.Cyclophosphamide;","14.Cyclophosphamide;14.Cyclophosphamide;"
"185",1,132,125,1,"1.132.125.1","14.Gemcitabine;7.Docetaxel;0.Gemcitabine;14.Gemcitabine;7.Docetaxel;0.Gemcitabine;","14.Gemcitabine;7.Docetaxel;0.Gemcitabine;"
"189",1,132,127,1,"1.132.127.1","7.Bevacizumab;0.Doxorubicin;7.Doxorubicin;7.Bevacizumab;0.Doxorubicin;7.Doxorubicin;7.Bevacizumab;0.Doxorubicin;7.Doxorubicin;7.Bevacizumab;0.Doxorubicin;7.Doxorubicin;","7.Bevacizumab;0.Doxorubicin;7.Doxorubicin;"
"191",1,132,127,2,"1.132.127.2","21.Bevacizumab;0.Doxorubicin;21.Bevacizumab;0.Doxorubicin;","21.Bevacizumab;0.Doxorubicin;"
"193",1,132,128,1,"1.132.128.1","14.Eribulin;7.Eribulin;14.Eribulin;7.Eribulin;","14.Eribulin;7.Eribulin;"
"195",1,132,129,2,"1.132.129.2","14.Gemcitabine;7.Gemcitabine;14.Gemcitabine;7.Gemcitabine;","14.Gemcitabine;7.Gemcitabine;"
"196",1,132,130,1,"1.132.130.1","14.Bevacizumab;0.Gemcitabine;7.Gemcitabine;7.Bevacizumab;0.Gemcitabine;14.Bevacizumab;0.Gemcitabine;7.Gemcitabine;7.Bevacizumab;0.Gemcitabine;","14.Bevacizumab;0.Gemcitabine;7.Gemcitabine;7.Bevacizumab;0.Gemcitabine;"
"198",1,132,130,2,"1.132.130.2","14.Bevacizumab;0.Gemcitabine;7.Gemcitabine;14.Bevacizumab;0.Gemcitabine;7.Gemcitabine;","14.Bevacizumab;0.Gemcitabine;7.Gemcitabine;"
"200",1,132,131,1,"1.132.131.1","21.Ixabepilone;21.Ixabepilone;","21.Ixabepilone;21.Ixabepilone;"
"201",1,132,132,1,"1.132.132.1","21.Non-pegylatedliposomaldoxorubicin;21.Non-pegylatedliposomaldoxorubicin;","21.Non-pegylatedliposomaldoxorubicin;21.Non-pegylatedliposomaldoxorubicin;"
"202",1,132,133,1,"1.132.133.1","21.Bevacizumab;0.Non-pegylatedliposomaldoxorubicin;21.Bevacizumab;0.Non-pegylatedliposomaldoxorubicin;","21.Bevacizumab;0.Non-pegylatedliposomaldoxorubicin;"
"209",1,132,136,2,"1.132.136.2","21.Bevacizumab;0.Paclitaxel;21.Bevacizumab;0.Paclitaxel;","21.Bevacizumab;0.Paclitaxel;"
"213",1,132,138,1,"1.132.138.1","7.Bevacizumab;0.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);7.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);7.Bevacizumab;0.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);7.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);7.Bevacizumab;0.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);7.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);7.Bevacizumab;0.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);7.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);","7.Bevacizumab;0.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);7.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);"
"218",1,132,140,1,"1.132.140.1","14.Bevacizumab;0.Pegylatedliposomaldoxorubicin;14.Bevacizumab;14.Bevacizumab;0.Pegylatedliposomaldoxorubicin;14.Bevacizumab;","14.Bevacizumab;0.Pegylatedliposomaldoxorubicin;14.Bevacizumab;"
"221",1,132,142,1,"1.132.142.1","7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;","7.Vinorelbine;7.Vinorelbine;"
"222",1,132,142,2,"1.132.142.2","21.Vinorelbine;21.Vinorelbine;","21.Vinorelbine;21.Vinorelbine;"
"223",1,132,142,3,"1.132.142.3","14.Vinorelbine;7.Vinorelbine;14.Vinorelbine;7.Vinorelbine;","14.Vinorelbine;7.Vinorelbine;"
"224",1,132,143,1,"1.132.143.1","7.Bevacizumab;0.Vinorelbine;7.Vinorelbine;7.Bevacizumab;0.Vinorelbine;7.Vinorelbine;","7.Bevacizumab;0.Vinorelbine;7.Vinorelbine;"
"226",1,132,143,2,"1.132.143.2","21.Bevacizumab;0.Vinorelbine;21.Bevacizumab;0.Vinorelbine;","21.Bevacizumab;0.Vinorelbine;"
"234",1,147,18,1,"1.147.18.1","14.Cyclophosphamide;0.Doxorubicin;14.Cyclophosphamide;0.Doxorubicin;","14.Cyclophosphamide;0.Doxorubicin;"
"242",1,147,21,1,"1.147.21.1","8.Capecitabine;0.Docetaxel;0.Epirubicin;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;8.Capecitabine;0.Docetaxel;0.Epirubicin;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;","8.Capecitabine;0.Docetaxel;0.Epirubicin;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;"
"246",1,147,22,2,"1.147.22.2","20.Epirubicin;1.Epirubicin;20.Epirubicin;1.Epirubicin;","20.Epirubicin;1.Epirubicin;"
"258",1,147,24,4,"1.147.24.4","21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;2.Fluorouracil;2.Cyclophosphamide;0.Fluorouracil;3.Doxorubicin;0.Fluorouracil;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;2.Fluorouracil;2.Cyclophosphamide;0.Fluorouracil;3.Doxorubicin;0.Fluorouracil;","21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;2.Fluorouracil;2.Cyclophosphamide;0.Fluorouracil;3.Doxorubicin;0.Fluorouracil;"
"261",1,147,24,5,"1.147.24.5","18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Doxorubicin;1.Doxorubicin;1.Doxorubicin;0.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Doxorubicin;1.Doxorubicin;1.Doxorubicin;0.Fluorouracil;","18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Doxorubicin;1.Doxorubicin;1.Doxorubicin;0.Fluorouracil;"
"273",1,147,26,1,"1.147.26.1","0.Epirubicin;14.Epirubicin;14.Epirubicin;14.Paclitaxel;14.Paclitaxel;14.Paclitaxel;14.Cyclophosphamide;14.Cyclophosphamide;14.Cyclophosphamide;","0.Epirubicin;14.Epirubicin;14.Epirubicin;14.Paclitaxel;14.Paclitaxel;14.Paclitaxel;14.Cyclophosphamide;14.Cyclophosphamide;14.Cyclophosphamide;"
"276",1,147,27,1,"1.147.27.1","14.Paclitaxel;14.Paclitaxel;","14.Paclitaxel;14.Paclitaxel;"
"277",1,147,28,1,"1.147.28.1","7.Cisplatin;0.Epirubicin;0.Paclitaxel;7.Cisplatin;0.Epirubicin;0.Paclitaxel;7.Cisplatin;0.Epirubicin;0.Paclitaxel;7.Cisplatin;0.Epirubicin;0.Paclitaxel;7.Cisplatin;0.Epirubicin;0.Paclitaxel;7.Cisplatin;0.Epirubicin;0.Paclitaxel;","7.Cisplatin;0.Epirubicin;0.Paclitaxel;"
"286",1,148,10,1,"1.148.10.1","0.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);21.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);21.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);21.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;","0.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);21.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);21.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);21.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;"
"289",1,148,11,1,"1.148.11.1","0.Paclitaxel;28.Paclitaxel;28.Paclitaxel;28.Paclitaxel;28.Cyclophosphamide;0.Doxorubicin;21.Cyclophosphamide;0.Doxorubicin;21.Cyclophosphamide;0.Doxorubicin;21.Cyclophosphamide;0.Doxorubicin;","0.Paclitaxel;28.Paclitaxel;28.Paclitaxel;28.Paclitaxel;28.Cyclophosphamide;0.Doxorubicin;21.Cyclophosphamide;0.Doxorubicin;21.Cyclophosphamide;0.Doxorubicin;21.Cyclophosphamide;0.Doxorubicin;"
"292",1,148,12,1,"1.148.12.1","0.Paclitaxel;21.Paclitaxel;21.Paclitaxel;21.Paclitaxel;21.Cyclophosphamide;0.Doxorubicin;21.Cyclophosphamide;0.Doxorubicin;21.Cyclophosphamide;0.Doxorubicin;21.Cyclophosphamide;0.Doxorubicin;","0.Paclitaxel;21.Paclitaxel;21.Paclitaxel;21.Paclitaxel;21.Cyclophosphamide;0.Doxorubicin;21.Cyclophosphamide;0.Doxorubicin;21.Cyclophosphamide;0.Doxorubicin;21.Cyclophosphamide;0.Doxorubicin;"
"295",1,148,13,1,"1.148.13.1","0.Paclitaxel;14.Paclitaxel;14.Paclitaxel;14.Paclitaxel;14.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;","0.Paclitaxel;14.Paclitaxel;14.Paclitaxel;14.Paclitaxel;14.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;"
"298",1,148,14,1,"1.148.14.1","0.Paclitaxel;21.Paclitaxel;21.Paclitaxel;21.Paclitaxel;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;3.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;3.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;3.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;3.Fluorouracil;","0.Paclitaxel;21.Paclitaxel;21.Paclitaxel;21.Paclitaxel;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;3.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;3.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;3.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;3.Fluorouracil;"
"302",1,148,14,2,"1.148.14.2","0.Paclitaxel;28.Paclitaxel;28.Paclitaxel;28.Paclitaxel;28.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;3.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;3.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;3.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;3.Fluorouracil;","0.Paclitaxel;28.Paclitaxel;28.Paclitaxel;28.Paclitaxel;28.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;3.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;3.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;3.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;3.Fluorouracil;"
"310",1,148,14,4,"1.148.14.4","0.Paclitaxel;21.Paclitaxel;21.Paclitaxel;21.Paclitaxel;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Doxorubicin;1.Doxorubicin;1.Doxorubicin;0.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Doxorubicin;1.Doxorubicin;1.Doxorubicin;0.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Doxorubicin;1.Doxorubicin;1.Doxorubicin;0.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Doxorubicin;1.Doxorubicin;1.Doxorubicin;0.Fluorouracil;","0.Paclitaxel;21.Paclitaxel;21.Paclitaxel;21.Paclitaxel;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Doxorubicin;1.Doxorubicin;1.Doxorubicin;0.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Doxorubicin;1.Doxorubicin;1.Doxorubicin;0.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Doxorubicin;1.Doxorubicin;1.Doxorubicin;0.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Doxorubicin;1.Doxorubicin;1.Doxorubicin;0.Fluorouracil;"
"314",1,148,14,5,"1.148.14.5","0.Paclitaxel;28.Paclitaxel;28.Paclitaxel;28.Paclitaxel;28.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Doxorubicin;1.Doxorubicin;1.Doxorubicin;0.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Doxorubicin;1.Doxorubicin;1.Doxorubicin;0.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Doxorubicin;1.Doxorubicin;1.Doxorubicin;0.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Doxorubicin;1.Doxorubicin;1.Doxorubicin;0.Fluorouracil;","0.Paclitaxel;28.Paclitaxel;28.Paclitaxel;28.Paclitaxel;28.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Doxorubicin;1.Doxorubicin;1.Doxorubicin;0.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Doxorubicin;1.Doxorubicin;1.Doxorubicin;0.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Doxorubicin;1.Doxorubicin;1.Doxorubicin;0.Fluorouracil;18.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;1.Doxorubicin;1.Doxorubicin;1.Doxorubicin;0.Fluorouracil;"
"322",1,148,15,1,"1.148.15.1","0.Paclitaxel;21.Paclitaxel;21.Paclitaxel;21.Paclitaxel;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;","0.Paclitaxel;21.Paclitaxel;21.Paclitaxel;21.Paclitaxel;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;"
"326",1,148,15,2,"1.148.15.2","0.Paclitaxel;28.Paclitaxel;28.Paclitaxel;28.Paclitaxel;28.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;","0.Paclitaxel;28.Paclitaxel;28.Paclitaxel;28.Paclitaxel;28.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;"
"330",1,148,2,1,"1.148.2.1","7.Cyclophosphamide;0.Doxorubicin;0.Paclitaxel;7.Paclitaxel;7.Paclitaxel;7.Cyclophosphamide;0.Doxorubicin;0.Paclitaxel;7.Paclitaxel;7.Paclitaxel;","7.Cyclophosphamide;0.Doxorubicin;0.Paclitaxel;7.Paclitaxel;7.Paclitaxel;"
"336",1,148,4,1,"1.148.4.1","0.Bevacizumab;0.Docetaxel;21.Bevacizumab;0.Docetaxel;21.Bevacizumab;0.Docetaxel;21.Bevacizumab;0.Docetaxel;21.Bevacizumab;0.Cyclophosphamide;0.Doxorubicin;21.Bevacizumab;0.Cyclophosphamide;0.Doxorubicin;21.Cyclophosphamide;0.Doxorubicin;21.Cyclophosphamide;0.Doxorubicin;","0.Bevacizumab;0.Docetaxel;21.Bevacizumab;0.Docetaxel;21.Bevacizumab;0.Docetaxel;21.Bevacizumab;0.Docetaxel;21.Bevacizumab;0.Cyclophosphamide;0.Doxorubicin;21.Bevacizumab;0.Cyclophosphamide;0.Doxorubicin;21.Cyclophosphamide;0.Doxorubicin;21.Cyclophosphamide;0.Doxorubicin;"
"340",1,148,5,1,"1.148.5.1","0.Docetaxel;21.Docetaxel;21.Docetaxel;21.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;21.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;21.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;","0.Docetaxel;21.Docetaxel;21.Docetaxel;21.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;21.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;21.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;"
"344",1,148,6,1,"1.148.6.1","0.Bevacizumab;0.Docetaxel;21.Bevacizumab;0.Docetaxel;21.Bevacizumab;0.Docetaxel;21.Bevacizumab;0.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;21.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;21.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;","0.Bevacizumab;0.Docetaxel;21.Bevacizumab;0.Docetaxel;21.Bevacizumab;0.Docetaxel;21.Bevacizumab;0.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;21.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;21.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;"
"349",1,148,7,1,"1.148.7.1","0.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Docetaxel;21.Docetaxel;21.Docetaxel;21.Docetaxel;","0.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Docetaxel;21.Docetaxel;21.Docetaxel;21.Docetaxel;"
"352",1,148,8,1,"1.148.8.1","0.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Paclitaxel;21.Paclitaxel;21.Paclitaxel;21.Paclitaxel;","0.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Paclitaxel;21.Paclitaxel;21.Paclitaxel;21.Paclitaxel;"
"355",1,148,9,1,"1.148.9.1","0.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Paclitaxel;14.Paclitaxel;14.Paclitaxel;14.Paclitaxel;","0.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;21.Paclitaxel;14.Paclitaxel;14.Paclitaxel;14.Paclitaxel;"
"366",1,2,50,10,"1.2.50.10","21.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;7.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;21.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;7.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;","21.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;7.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;"
"375",1,2,50,2,"1.2.50.2","28.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;28.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;","28.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;"
"399",1,2,51,1,"1.2.51.1","1.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;","1.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Cyclophosphamide;0.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;1.Tamoxifen;"
"408",1,2,53,1,"1.2.53.1","21.Cyclophosphamide;0.Docetaxel;21.Cyclophosphamide;0.Docetaxel;","21.Cyclophosphamide;0.Docetaxel;"
"422",1,2,56,2,"1.2.56.2","21.Cyclophosphamide;0.Epirubicin;21.Cyclophosphamide;0.Epirubicin;","21.Cyclophosphamide;0.Epirubicin;"
"424",1,2,57,1,"1.2.57.1","14.Cyclophosphamide;0.Epirubicin;14.Cyclophosphamide;0.Epirubicin;","14.Cyclophosphamide;0.Epirubicin;"
"430",1,2,61,1,"1.2.61.1","14.Doxorubicin;14.Doxorubicin;","14.Doxorubicin;14.Doxorubicin;"
"435",1,2,64,1,"1.2.64.1","0.Epirubicin;14.Epirubicin;14.Epirubicin;14.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);14.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);14.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);14.Cyclophosphamide;14.Cyclophosphamide;14.Cyclophosphamide;","0.Epirubicin;14.Epirubicin;14.Epirubicin;14.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);14.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);14.Paclitaxel;0.nanoparticlealbumin-bound(Abraxane);14.Cyclophosphamide;14.Cyclophosphamide;14.Cyclophosphamide;"
"442",1,2,66,2,"1.2.66.2","21.Epirubicin;7.Epirubicin;21.Epirubicin;7.Epirubicin;","21.Epirubicin;7.Epirubicin;"
"451",1,2,68,3,"1.2.68.3","21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;7.Fluorouracil;21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;7.Fluorouracil;","21.Cyclophosphamide;0.Doxorubicin;0.Fluorouracil;7.Fluorouracil;"
"490",1,2,69,7,"1.2.69.7","21.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;7.Cyclophosphamide;0.Fluorouracil;21.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;7.Cyclophosphamide;0.Fluorouracil;","21.Cyclophosphamide;0.Epirubicin;0.Fluorouracil;7.Cyclophosphamide;0.Fluorouracil;"
"493",1,2,70,1,"1.2.70.1","21.Methotrexate;0.Mitomycin;0.Mitoxantrone;21.Methotrexate;0.Mitomycin;0.Mitoxantrone;","21.Methotrexate;0.Mitomycin;0.Mitoxantrone;"
"503",1,2,73,2,"1.2.73.2","21.Cyclophosphamide;0.Docetaxel;0.Doxorubicin;21.Cyclophosphamide;0.Docetaxel;0.Doxorubicin;","21.Cyclophosphamide;0.Docetaxel;0.Doxorubicin;"
"506",1,2,74,1,"1.2.74.1","0.Vinorelbine;21.Vinorelbine;21.Vinorelbine;","0.Vinorelbine;21.Vinorelbine;21.Vinorelbine;"
"508",1,3,30,1,"1.3.30.1","0.Doxorubicin;21.Doxorubicin;21.Doxorubicin;21.Doxorubicin;21.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;28.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;28.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;28.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;","0.Doxorubicin;21.Doxorubicin;21.Doxorubicin;21.Doxorubicin;21.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;28.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;28.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;28.Cyclophosphamide;0.Fluorouracil;0.Methotrexate;"
