"","regCodeExt","metaCondition","condition","conditionCode","context","contextCode","regName","variant","regCode","component","day","cycleTaken","cycleLength","noCycles","branchInfo","Radio.Therapy.","continuous","noCycles_Original","regString","shortString"
"39","103.63.1533.1","Thoraic Oncology","Small cell lung cancer",103,"Limited stage, consolidation after upfront therapy",63,"Cisplatin & Irinotecan (IC)",1,1533,"Irinotecan","1,8,15","",28,3,"","",TRUE,"Cont.","14.Cisplatin;0.Irinotecan;7.Irinotecan;7.Irinotecan;14.Cisplatin;0.Irinotecan;7.Irinotecan;7.Irinotecan;","14.Cisplatin;0.Irinotecan;7.Irinotecan;7.Irinotecan;"
"40","103.63.1534.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",63,"Belotecan & Cisplatin",1,1534,"Belotecan","1,2,3,4","",21,3,"","",TRUE,"Cont.","18.Belotecan;0.Cisplatin;1.Belotecan;1.Belotecan;1.Belotecan;18.Belotecan;0.Cisplatin;1.Belotecan;1.Belotecan;1.Belotecan;","18.Belotecan;0.Cisplatin;1.Belotecan;1.Belotecan;1.Belotecan;"
"41","103.63.1534.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",63,"Belotecan & Cisplatin",1,1534,"Cisplatin","1","",21,3,"","",TRUE,"Cont.","18.Belotecan;0.Cisplatin;1.Belotecan;1.Belotecan;1.Belotecan;18.Belotecan;0.Cisplatin;1.Belotecan;1.Belotecan;1.Belotecan;","18.Belotecan;0.Cisplatin;1.Belotecan;1.Belotecan;1.Belotecan;"
"42","103.63.1535.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",63,"Carboplatin & Etoposide (CE)",1,1535,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","17.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;17.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;","17.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;"
"43","103.63.1535.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",63,"Carboplatin & Etoposide (CE)",1,1535,"Etoposide","1,2,3,4,5","",21,3,"","",TRUE,"Cont.","17.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;17.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;","17.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;"
"44","103.64.1535.2","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",64,"Carboplatin & Etoposide (CE)",2,1535,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","19.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;19.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;","19.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;"
"45","103.64.1535.2","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",64,"Carboplatin & Etoposide (CE)",2,1535,"Etoposide","1,2,3","",21,3,"","",TRUE,"Cont.","19.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;19.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;","19.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;"
"46","103.65.1536.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",65,"Carboplatin & Etoposide (CE) & Atezolizumab",1,1536,"Atezolizumab","1","",21,3,"","",TRUE,"Cont.","19.Atezolizumab;0.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;19.Atezolizumab;0.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;","19.Atezolizumab;0.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;"
"47","103.65.1536.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",65,"Carboplatin & Etoposide (CE) & Atezolizumab",1,1536,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","19.Atezolizumab;0.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;19.Atezolizumab;0.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;","19.Atezolizumab;0.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;"
"48","103.65.1536.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",65,"Carboplatin & Etoposide (CE) & Atezolizumab",1,1536,"Etoposide","1,2,3","",21,3,"","",TRUE,"Cont.","19.Atezolizumab;0.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;19.Atezolizumab;0.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;","19.Atezolizumab;0.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;"
"49","103.65.1537.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",65,"Carboplatin & Etoposide (CE) & Bevacizumab",1,1537,"Bevacizumab","1","",21,3,"","",FALSE,"4","19.Bevacizumab;0.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;19.Bevacizumab;0.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;","19.Bevacizumab;0.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;"
"50","103.65.1537.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",65,"Carboplatin & Etoposide (CE) & Bevacizumab",1,1537,"Carboplatin","1","",21,3,"","",FALSE,"4","19.Bevacizumab;0.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;19.Bevacizumab;0.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;","19.Bevacizumab;0.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;"
"51","103.65.1537.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",65,"Carboplatin & Etoposide (CE) & Bevacizumab",1,1537,"Etoposide","1,2,3","",21,3,"","",FALSE,"4","19.Bevacizumab;0.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;19.Bevacizumab;0.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;","19.Bevacizumab;0.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;"
"52","103.65.1538.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",65,"Carboplatin & Etoposide (CE) & Durvalumab",1,1538,"Carboplatin","1","",21,3,"","",FALSE,"4","19.Carboplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;19.Carboplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;","19.Carboplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;"
"53","103.65.1538.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",65,"Carboplatin & Etoposide (CE) & Durvalumab",1,1538,"Durvalumab","1","",21,3,"","",FALSE,"4","19.Carboplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;19.Carboplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;","19.Carboplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;"
"54","103.65.1538.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",65,"Carboplatin & Etoposide (CE) & Durvalumab",1,1538,"Etoposide","1,2,3","",21,3,"","",FALSE,"4","19.Carboplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;19.Carboplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;","19.Carboplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;"
"55","103.66.1538.2","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",66,"Carboplatin & Etoposide (CE) & Durvalumab",2,1538,"Carboplatin","1","",28,3,"","",TRUE,"Cont.","26.Carboplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;26.Carboplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;","26.Carboplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;"
"56","103.66.1538.2","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",66,"Carboplatin & Etoposide (CE) & Durvalumab",2,1538,"Durvalumab","1","",28,3,"","",TRUE,"Cont.","26.Carboplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;26.Carboplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;","26.Carboplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;"
"57","103.66.1538.2","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",66,"Carboplatin & Etoposide (CE) & Durvalumab",2,1538,"Etoposide","1,2,3","",28,3,"","",TRUE,"Cont.","26.Carboplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;26.Carboplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;","26.Carboplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;"
"58","103.67.1539.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",67,"Carboplatin & Etoposide (CE) & Serplulimab",1,1539,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","19.Carboplatin;0.Etoposide;0.Serplulimab;1.Etoposide;1.Etoposide;19.Carboplatin;0.Etoposide;0.Serplulimab;1.Etoposide;1.Etoposide;","19.Carboplatin;0.Etoposide;0.Serplulimab;1.Etoposide;1.Etoposide;"
"59","103.67.1539.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",67,"Carboplatin & Etoposide (CE) & Serplulimab",1,1539,"Etoposide","1,2,3","",21,3,"","",TRUE,"Cont.","19.Carboplatin;0.Etoposide;0.Serplulimab;1.Etoposide;1.Etoposide;19.Carboplatin;0.Etoposide;0.Serplulimab;1.Etoposide;1.Etoposide;","19.Carboplatin;0.Etoposide;0.Serplulimab;1.Etoposide;1.Etoposide;"
"60","103.67.1539.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",67,"Carboplatin & Etoposide (CE) & Serplulimab",1,1539,"Serplulimab","1","",21,3,"","",TRUE,"Cont.","19.Carboplatin;0.Etoposide;0.Serplulimab;1.Etoposide;1.Etoposide;19.Carboplatin;0.Etoposide;0.Serplulimab;1.Etoposide;1.Etoposide;","19.Carboplatin;0.Etoposide;0.Serplulimab;1.Etoposide;1.Etoposide;"
"61","103.67.1540.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",67,"Carboplatin & Irinotecan",1,1540,"Carboplatin","1","",21,3,"","",FALSE,"4","21.Carboplatin;0.Irinotecan;21.Carboplatin;0.Irinotecan;","21.Carboplatin;0.Irinotecan;"
"62","103.67.1540.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",67,"Carboplatin & Irinotecan",1,1540,"Irinotecan","1","",21,3,"","",FALSE,"4","21.Carboplatin;0.Irinotecan;21.Carboplatin;0.Irinotecan;","21.Carboplatin;0.Irinotecan;"
"63","103.68.1540.2","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",68,"Carboplatin & Irinotecan",2,1540,"Carboplatin","1","",28,3,"","",TRUE,"Cont.","14.Carboplatin;0.Irinotecan;7.Irinotecan;7.Irinotecan;14.Carboplatin;0.Irinotecan;7.Irinotecan;7.Irinotecan;","14.Carboplatin;0.Irinotecan;7.Irinotecan;7.Irinotecan;"
"64","103.68.1540.2","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",68,"Carboplatin & Irinotecan",2,1540,"Irinotecan","1,8,15","",28,3,"","",TRUE,"Cont.","14.Carboplatin;0.Irinotecan;7.Irinotecan;7.Irinotecan;14.Carboplatin;0.Irinotecan;7.Irinotecan;7.Irinotecan;","14.Carboplatin;0.Irinotecan;7.Irinotecan;7.Irinotecan;"
"65","103.69.1541.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",69,"Carboplatin & Paclitaxel (CP) & Ipilimumab",1,1541,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Ipilimumab;0.Paclitaxel;21.Carboplatin;0.Ipilimumab;0.Paclitaxel;","21.Carboplatin;0.Ipilimumab;0.Paclitaxel;"
"66","103.69.1541.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",69,"Carboplatin & Paclitaxel (CP) & Ipilimumab",1,1541,"Ipilimumab","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Ipilimumab;0.Paclitaxel;21.Carboplatin;0.Ipilimumab;0.Paclitaxel;","21.Carboplatin;0.Ipilimumab;0.Paclitaxel;"
"67","103.69.1541.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",69,"Carboplatin & Paclitaxel (CP) & Ipilimumab",1,1541,"Paclitaxel","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Ipilimumab;0.Paclitaxel;21.Carboplatin;0.Ipilimumab;0.Paclitaxel;","21.Carboplatin;0.Ipilimumab;0.Paclitaxel;"
"68","103.69.1542.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",69,"Cisplatin & Etoposide (EP)",1,1542,"Cisplatin","1,2,3","",28,3,"","",TRUE,"Cont.","26.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;26.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;","26.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;"
"69","103.69.1542.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",69,"Cisplatin & Etoposide (EP)",1,1542,"Etoposide","1,2,3","",28,3,"","",TRUE,"Cont.","26.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;26.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;","26.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;"
"70","103.70.1542.2","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",70,"Cisplatin & Etoposide (EP)",2,1542,"Cisplatin","1,2,3","",21,3,"","",TRUE,"Cont.","18.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Etoposide;18.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Etoposide;","18.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Etoposide;"
"71","103.70.1542.2","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",70,"Cisplatin & Etoposide (EP)",2,1542,"Etoposide","1,2,3,4","",21,3,"","",TRUE,"Cont.","18.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Etoposide;18.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Etoposide;","18.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Etoposide;"
"72","103.71.1542.3","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",71,"Cisplatin & Etoposide (EP)",3,1542,"Cisplatin","1,2,3,4","",21,3,"","",FALSE,"4","18.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;18.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;","18.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;"
"73","103.71.1542.3","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",71,"Cisplatin & Etoposide (EP)",3,1542,"Etoposide","1,2,3,4","",21,3,"","",FALSE,"4","18.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;18.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;","18.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;"
"74","103.72.1542.4","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",72,"Cisplatin & Etoposide (EP)",4,1542,"Cisplatin","2","",21,3,"","",FALSE,"6","19.Etoposide;1.Cisplatin;0.Etoposide;1.Etoposide;19.Etoposide;1.Cisplatin;0.Etoposide;1.Etoposide;","19.Etoposide;1.Cisplatin;0.Etoposide;1.Etoposide;"
"75","103.72.1542.4","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",72,"Cisplatin & Etoposide (EP)",4,1542,"Etoposide","1,2,3","",21,3,"","",FALSE,"6","19.Etoposide;1.Cisplatin;0.Etoposide;1.Etoposide;19.Etoposide;1.Cisplatin;0.Etoposide;1.Etoposide;","19.Etoposide;1.Cisplatin;0.Etoposide;1.Etoposide;"
"76","103.73.1542.5","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",73,"Cisplatin & Etoposide (EP)",5,1542,"Cisplatin","1,2,3,4,5","",21,3,"","",FALSE,"4","17.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;17.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;","17.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;"
"77","103.73.1542.5","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",73,"Cisplatin & Etoposide (EP)",5,1542,"Etoposide","1,2,3,4,5","",21,3,"","",FALSE,"4","17.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;17.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;","17.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;"
"78","103.74.1543.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",74,"Cisplatin & Etoposide (EP) & Bevacizumab",1,1543,"Bevacizumab","1","",21,3,"","",TRUE,"Cont.","19.Bevacizumab;0.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;19.Bevacizumab;0.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;","19.Bevacizumab;0.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;"
"79","103.74.1543.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",74,"Cisplatin & Etoposide (EP) & Bevacizumab",1,1543,"Cisplatin","1","",21,3,"","",TRUE,"Cont.","19.Bevacizumab;0.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;19.Bevacizumab;0.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;","19.Bevacizumab;0.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;"
"80","103.74.1543.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",74,"Cisplatin & Etoposide (EP) & Bevacizumab",1,1543,"Etoposide","1,2,3","",21,3,"","",TRUE,"Cont.","19.Bevacizumab;0.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;19.Bevacizumab;0.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;","19.Bevacizumab;0.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;"
"81","103.74.1544.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",74,"Cisplatin & Etoposide (EP) & Durvalumab",1,1544,"Cisplatin","1","",21,3,"","",TRUE,"Cont.","19.Cisplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;19.Cisplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;","19.Cisplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;"
"82","103.74.1544.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",74,"Cisplatin & Etoposide (EP) & Durvalumab",1,1544,"Durvalumab","1","",21,3,"","",TRUE,"Cont.","19.Cisplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;19.Cisplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;","19.Cisplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;"
"83","103.74.1544.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",74,"Cisplatin & Etoposide (EP) & Durvalumab",1,1544,"Etoposide","1,2,3","",21,3,"","",TRUE,"Cont.","19.Cisplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;19.Cisplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;","19.Cisplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;"
"84","103.75.1544.2","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",75,"Cisplatin & Etoposide (EP) & Durvalumab",2,1544,"Cisplatin","1","",28,3,"","",TRUE,"Cont.","26.Cisplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;26.Cisplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;","26.Cisplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;"
"85","103.75.1544.2","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",75,"Cisplatin & Etoposide (EP) & Durvalumab",2,1544,"Durvalumab","1","",28,3,"","",TRUE,"Cont.","26.Cisplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;26.Cisplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;","26.Cisplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;"
"86","103.75.1544.2","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",75,"Cisplatin & Etoposide (EP) & Durvalumab",2,1544,"Etoposide","1,2,3","",28,3,"","",TRUE,"Cont.","26.Cisplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;26.Cisplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;","26.Cisplatin;0.Durvalumab;0.Etoposide;1.Etoposide;1.Etoposide;"
"87","103.76.1545.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",76,"Cisplatin & Irinotecan (IC)",1,1545,"Cisplatin","1,8","",21,3,"","",TRUE,"Cont.","14.Cisplatin;0.Irinotecan;7.Cisplatin;0.Irinotecan;14.Cisplatin;0.Irinotecan;7.Cisplatin;0.Irinotecan;","14.Cisplatin;0.Irinotecan;7.Cisplatin;0.Irinotecan;"
"88","103.76.1545.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",76,"Cisplatin & Irinotecan (IC)",1,1545,"Irinotecan","1,8","",21,3,"","",TRUE,"Cont.","14.Cisplatin;0.Irinotecan;7.Cisplatin;0.Irinotecan;14.Cisplatin;0.Irinotecan;7.Cisplatin;0.Irinotecan;","14.Cisplatin;0.Irinotecan;7.Cisplatin;0.Irinotecan;"
"89","103.77.1545.2","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",77,"Cisplatin & Irinotecan (IC)",2,1545,"Cisplatin","1","",21,3,"","",TRUE,"Cont.","14.Cisplatin;0.Irinotecan;7.Irinotecan;14.Cisplatin;0.Irinotecan;7.Irinotecan;","14.Cisplatin;0.Irinotecan;7.Irinotecan;"
"90","103.77.1545.2","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",77,"Cisplatin & Irinotecan (IC)",2,1545,"Irinotecan","1,8","",21,3,"","",TRUE,"Cont.","14.Cisplatin;0.Irinotecan;7.Irinotecan;14.Cisplatin;0.Irinotecan;7.Irinotecan;","14.Cisplatin;0.Irinotecan;7.Irinotecan;"
"91","103.78.1546.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",78,"Docetaxel monotherapy",1,1546,"Docetaxel","1","",21,3,"","",TRUE,"Cont.","21.Docetaxel;21.Docetaxel;","21.Docetaxel;21.Docetaxel;"
"92","103.78.1547.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",78,"Ifosfamide monotherapy",1,1547,"Ifosfamide","1,2,3,4,5","",21,3,"","",TRUE,"Cont.","17.Ifosfamide;1.Ifosfamide;1.Ifosfamide;1.Ifosfamide;1.Ifosfamide;17.Ifosfamide;1.Ifosfamide;1.Ifosfamide;1.Ifosfamide;1.Ifosfamide;","17.Ifosfamide;1.Ifosfamide;1.Ifosfamide;1.Ifosfamide;1.Ifosfamide;"
"93","103.78.1548.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",78,"IVE",1,1548,"Epirubicin","1","",21,3,"","",TRUE,"Cont.","19.Epirubicin;0.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;19.Epirubicin;0.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;","19.Epirubicin;0.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;"
"94","103.78.1548.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",78,"IVE",1,1548,"Etoposide","1,2,3","",21,3,"","",TRUE,"Cont.","19.Epirubicin;0.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;19.Epirubicin;0.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;","19.Epirubicin;0.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;"
"95","103.78.1548.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",78,"IVE",1,1548,"Ifosfamide","1,2,3","",21,3,"","",TRUE,"Cont.","19.Epirubicin;0.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;19.Epirubicin;0.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;","19.Epirubicin;0.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;"
"96","103.78.1549.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, induction",78,"Teniposide monotherapy",1,1549,"Teniposide","1,2,3,4,5","",21,3,"","",TRUE,"Cont.","17.Teniposide;1.Teniposide;1.Teniposide;1.Teniposide;1.Teniposide;17.Teniposide;1.Teniposide;1.Teniposide;1.Teniposide;1.Teniposide;","17.Teniposide;1.Teniposide;1.Teniposide;1.Teniposide;1.Teniposide;"
"97","103.78.1550.1","Thoraic Oncology","Small cell lung cancer",103,"Extensive stage, maintenance after first-line therapy",78,"Bevacizumab monotherapy",1,1550,"Bevacizumab","1","",21,3,"","",TRUE,"Cont.","21.Bevacizumab;21.Bevacizumab;","21.Bevacizumab;21.Bevacizumab;"
